id,address,city,floor,price,rooms,sq,year,latitude,longitude
30518,św. Wawrzyńca 11,Poznań,4,678972.0,2,49.56,2000.0,50.03539,22.01112
30519,św. Wawrzyńca 11,Poznań,6,586820.0,2,39.65,2000.0,50.0204595,22.0036099
30520,św. Wawrzyńca 11,Poznań,6,625240.0,2,43.12,2000.0,50.0250248,22.0268253
30521,św. Wawrzyńca 11,Poznań,5,725616.0,2,50.39,2000.0,50.0213183,21.9707933
30522,św. Wawrzyńca 11,Poznań,2,580050.0,2,38.67,2000.0,50.0005129,22.0046821
30523,św. Wawrzyńca 11,Poznań,3,649096.0,2,48.44,2000.0,50.025492,22.0413725
30524,św. Wawrzyńca 11,Poznań,1,634496.0,2,49.57,2000.0,50.0213183,21.9707933
30525,św. Wawrzyńca 11,Poznań,4,681600.0,2,48.0,2000.0,50.0046338,21.9438535
30526,św. Wawrzyńca 11,Poznań,5,678160.0,2,48.44,2000.0,50.0250248,22.0268253
30527,św. Wawrzyńca 11,Poznań,3,868248.0,3,70.02,2000.0,50.0213183,21.9707933
30528,św. Wawrzyńca 11,Poznań,3,572166.0,2,43.02,2000.0,50.0250248,22.0268253
30529,św. Wawrzyńca 11,Poznań,5,693700.0,2,49.55,2000.0,50.0213183,21.9707933
30530,św. Wawrzyńca 11,Poznań,4,648312.0,2,47.67,2000.0,50.0250248,22.0268253
30531,św. Wawrzyńca 11,Poznań,3,667200.0,2,48.0,2000.0,50.0213183,21.9707933
30532,św. Wawrzyńca 11,Poznań,3,883728.0,3,77.52,2000.0,50.037378,21.9670105
30533,św. Wawrzyńca 11,Poznań,4,603268.0,2,45.02,2000.0,50.0213183,21.9707933
30534,św. Wawrzyńca 11,Poznań,3,695382.0,2,50.39,2000.0,50.0204595,22.0036099
30535,św. Wawrzyńca 11,Poznań,4,661368.0,2,48.63,2000.0,50.0213183,21.9707933
30536,św. Wawrzyńca 11,Poznań,3,634011.0,2,47.67,2000.0,50.0213183,21.9707933
30537,św. Wawrzyńca 11,Poznań,6,620906.0,2,43.42,2000.0,50.0479946,21.9570958
30538,św. Wawrzyńca 11,Poznań,2,860472.0,3,77.52,2000.0,50.0460286,21.9816539
30539,św. Wawrzyńca 11,Poznań,3,664104.0,2,49.56,2000.0,50.0213183,21.9707933
30540,św. Wawrzyńca 11,Poznań,6,1008651.0,3,78.19,2000.0,50.0204595,22.0036099
30541,św. Wawrzyńca 11,Poznań,6,611520.0,2,36.4,2000.0,50.0611509,22.0092107
30542,św. Wawrzyńca 11,Poznań,2,652800.0,2,48.0,2000.0,50.0213183,21.9707933
30543,św. Wawrzyńca 11,Poznań,3,591804.0,2,38.68,2000.0,50.0352035,22.0536972
30544,św. Wawrzyńca 11,Poznań,5,612253.0,2,44.69,2000.0,50.0250248,22.0268253
30545,św. Wawrzyńca 11,Poznań,6,663928.0,2,44.86,2000.0,50.0238579,21.9947293
30546,św. Wawrzyńca 11,Poznań,5,616774.0,2,45.02,2000.0,50.0213183,21.9707933
30547,św. Wawrzyńca 11,Poznań,5,614853.0,2,38.67,2000.0,50.0352035,22.0536972
30548,Gothilfa Bergera,Poznań,0,678385.0,3,58.99,2023.0,49.9736624,21.9899255
30549,Jasielska,Poznań,1,516488.0,3,56.14,2024.0,50.037378,21.9670105
30550,Franciszka Firlika,Poznań,1,437100.0,2,48.3,2024.0,50.0611509,22.0092107
30551,gen. Stanisława Maczka,Poznań,1,419000.0,3,56.6,1968.0,50.0611509,22.0092107
30552,Jasielska,Poznań,3,421000.0,3,48.6,2023.0,50.0344327,22.0056959
30553,Jasielska,Poznań,4,421000.0,3,48.6,2023.0,50.0352035,22.0536972
30554,Jasielska,Poznań,4,421000.0,2,48.87,2023.0,50.037812,21.9716549
30555,Franciszka Firlika,Poznań,1,728000.0,3,81.8,2024.0,50.0624623,21.9433604
30556,Działyńskich,Poznań,0,2643500.0,6,155.73,2024.0,50.0624623,21.9433604
30557,Działyńskich,Poznań,2,1664400.0,5,117.94,2024.0,50.02192,21.9831583
30558,Sielawy,Poznań,0,486697.0,3,55.0,2023.0,50.0213183,21.9707933
30559,Brneńska,Poznań,0,637000.0,3,70.23,2023.0,50.0611509,22.0092107
30560,Wagrowska,Poznań,5,483840.0,2,37.8,2023.0,50.0352035,22.0536972
30561,Ziębicka,Poznań,4,550620.0,3,61.18,2022.0,50.0003443,22.0214777
30562,Naramowicka,Poznań,5,734718.0,4,64.79,2000.0,50.0124004,21.9976702
30563,Naramowicka,Poznań,1,565099.0,3,50.8,2000.0,50.0652318,22.0046012
30564,Działyńskich,Poznań,2,721700.0,2,44.64,2024.0,50.0250248,22.0268253
30565,Główna,Poznań,1,411840.0,2,41.6,2022.0,50.0278919,21.9946081
30566,Grochowska 78,Poznań,1,419000.0,2,44.8,2000.0,50.0014234,22.0371379
30567,Działyńskich,Poznań,2,958500.0,3,59.08,2024.0,50.0316733,21.9600609
30568,Naramowicka,Poznań,1,699840.0,4,64.8,2000.0,50.0594394,21.9814546
30569,Działyńskich,Poznań,3,1204600.0,4,88.03,2024.0,50.0548669,21.9528837
30570,Strzeszyńska,Poznań,2,705000.0,3,68.0,2010.0,50.0445786,22.0524419
30571,Działyńskich,Poznań,4,1837300.0,3,103.51,2024.0,50.0365409,21.9817883
30572,Romana Dmowskiego,Poznań,0,607236.0,3,68.0,2000.0,50.018457,22.0040617
30573,Błażeja,Poznań,0,699000.0,3,68.47,2000.0,50.0479946,21.9570958
30574,Kanałowa,Poznań,2,520000.0,2,54.1,1935.0,50.02487185,21.984466615473927
30575,28 Czerwca 1956 r.,Poznań,2,454830.0,2,42.31,2023.0,50.0267634,21.9530617
30576,Romana Dmowskiego,Poznań,6,791044.0,4,88.48,2000.0,50.0267634,21.9530617
30577,Błażeja,Poznań,1,560784.0,2,50.07,2000.0,50.018457,22.0040617
30578,św. Wawrzyńca 11,Poznań,6,1292625.0,4,95.75,2000.0,49.9899138,21.9925454
30579,Naramowicka,Poznań,1,435000.0,2,41.4,2000.0,50.0113078,22.001261
30580,Błażeja,Poznań,1,614680.0,3,55.88,2000.0,50.0476401,21.9993316
30581,abp. Walentego Dymka,Poznań,1,596190.0,4,66.8,2022.0,50.0460286,21.9816539
30582,Starołęcka 110b,Poznań,1,682700.0,4,71.12,2023.0,50.0267634,21.9530617
30583,Starołęcka 110b,Poznań,1,687800.0,4,71.35,2022.0,50.0375612,22.0340284
30584,Błażeja,Poznań,1,422322.0,2,35.79,2000.0,50.0250248,22.0268253
30585,Kazimierza Kantaka,Poznań,1,695000.0,2,66.1,2000.0,50.0479946,21.9570958
30586,Głogowska,Poznań,2,410000.0,2,56.9,1964.0,50.018457,22.0040617
30587,Błażeja,Poznań,1,379000.0,1,34.95,2000.0,50.018457,22.0040617
30588,Główna,Poznań,3,660000.0,3,71.76,1905.0,50.0611509,22.0092107
30589,Kuźnicza,Poznań,8,475000.0,4,62.85,1977.0,50.0611509,22.0092107
30590,Franciszka Ratajczaka,Poznań,2,560000.0,2,46.0,1955.0,50.018457,22.0040617
30591,Franciszka Firlika,Poznań,1,437100.0,2,48.3,2024.0,50.018457,22.0040617
30592,Franciszka Firlika,Poznań,1,728000.0,3,81.8,2024.0,50.0005129,22.0046821
30593,Franciszka Firlika,Poznań,1,466200.0,2,51.8,2024.0,50.018457,22.0040617
30594,Starołęcka 110b,Poznań,0,687800.0,4,71.0,2022.0,50.0476401,21.9993316
30595,Błażeja,Poznań,0,499000.0,2,49.49,2000.0,50.0592505,21.9762821
30596,Rubież,Poznań,0,505000.0,2,55.0,2004.0,50.018457,22.0040617
30597,Romana Dmowskiego,Poznań,2,476000.0,4,66.09,2000.0,50.0005129,22.0046821
30598,św. Wawrzyńca 11,Poznań,8,741384.0,2,44.13,2000.0,50.0592505,21.9762821
30599,św. Wawrzyńca 11,Poznań,8,1428399.0,4,97.17,2000.0,50.0611509,22.0092107
30600,św. Wawrzyńca 11,Poznań,8,1497309.0,4,95.37,2000.0,50.0611509,22.0092107
30601,św. Wawrzyńca 11,Poznań,8,984708.0,3,64.36,2000.0,50.0005129,22.0046821
30602,Główna,Poznań,2,660000.0,3,71.45,2000.0,50.0611509,22.0092107
30603,Starołęcka 110b,Poznań,0,687600.0,4,71.33,2022.0,50.0611509,22.0092107
30604,Romana Dmowskiego,Poznań,0,368891.0,2,38.03,2024.0,50.0370213,21.9968303
30605,Teofila Mateckiego,Poznań,1,379088.0,2,44.08,2023.0,50.0005129,22.0046821
30606,Promienista,Poznań,0,270000.0,2,40.0,2000.0,50.0213183,21.9707933
30607,Kanałowa,Poznań,2,489822.0,2,39.47,2024.0,50.0457879,21.9574005
30608,Galileusza,Poznań,0,678000.0,8,91.4,1980.0,50.0213183,21.9707933
30609,Janusza Meissnera,Poznań,5,641596.0,3,55.31,2000.0,50.015656,21.9691648
30610,Janusza Meissnera,Poznań,3,710226.0,3,67.32,2000.0,50.0319248,21.9992044
30611,Janusza Meissnera,Poznań,2,690642.0,3,67.71,2000.0,50.0469667,22.028873
30612,Janusza Meissnera,Poznań,2,720616.0,3,69.29,2000.0,49.983705,21.9713307
30613,Starołęcka 110b,Poznań,1,687800.0,4,71.35,2022.0,50.0479946,21.9570958
30614,Janusza Meissnera,Poznań,3,704080.0,3,67.7,2000.0,50.0213183,21.9707933
30615,Starołęcka 110b,Poznań,1,682700.0,4,71.12,2023.0,50.0473879,21.9494606
30616,Franciszka Firlika,Poznań,1,466200.0,2,51.8,2024.0,49.9961545,21.9996449
30617,Franciszka Firlika,Poznań,1,728000.0,3,81.8,2024.0,49.9961545,21.9996449
30618,Franciszka Firlika,Poznań,1,437100.0,2,48.3,2024.0,50.0213183,21.9707933
30619,św. Rocha,Poznań,0,529000.0,3,67.5,1970.0,50.0213183,21.9707933
30620,św. Wawrzyńca 11,Poznań,6,621049.0,2,43.43,2000.0,50.0213183,21.9707933
30621,św. Wawrzyńca 11,Poznań,8,1067844.0,3,77.38,2000.0,50.0213183,21.9707933
30622,św. Wawrzyńca 11,Poznań,5,950601.0,3,73.69,2000.0,50.0213183,21.9707933
30623,św. Wawrzyńca 11,Poznań,6,639067.0,2,44.69,2000.0,50.0213183,21.9707933
30624,św. Wawrzyńca 11,Poznań,2,884280.0,3,73.69,2000.0,50.0213183,21.9707933
30625,św. Wawrzyńca 11,Poznań,1,527868.0,2,40.92,2000.0,50.0213183,21.9707933
30626,św. Wawrzyńca 11,Poznań,3,634011.0,2,47.67,2000.0,50.0460965,22.00349
30627,św. Wawrzyńca 11,Poznań,2,474582.0,1,34.39,2000.0,50.0213183,21.9707933
30628,św. Wawrzyńca 11,Poznań,7,614730.0,2,39.66,2000.0,50.04098,21.9757245
30629,św. Wawrzyńca 11,Poznań,1,634496.0,2,49.57,2000.0,50.0390775,22.0041368
30630,św. Wawrzyńca 11,Poznań,5,612253.0,2,44.69,2000.0,50.0630389,22.0065464
30631,św. Wawrzyńca 11,Poznań,3,568802.0,2,43.42,2000.0,50.0417942,22.0119939
30632,św. Wawrzyńca 11,Poznań,4,581828.0,2,43.42,2000.0,50.0204595,22.0036099
30633,św. Wawrzyńca 11,Poznań,1,562432.0,2,43.94,2000.0,50.0213183,21.9707933
30634,św. Wawrzyńca 11,Poznań,1,840066.0,3,73.69,2000.0,50.0596587,21.9857449
30635,św. Wawrzyńca 11,Poznań,3,667200.0,2,48.0,2000.0,50.0213183,21.9707933
30636,św. Wawrzyńca 11,Poznań,4,495216.0,1,34.39,2000.0,50.02192,21.9831583
30637,św. Wawrzyńca 11,Poznań,6,586820.0,2,39.65,2000.0,50.0668967,21.9520249
30638,św. Wawrzyńca 11,Poznań,5,536842.0,1,36.77,2000.0,49.9920547,22.010291
30639,św. Wawrzyńca 11,Poznań,2,576256.0,2,45.02,2000.0,50.0460286,21.9816539
30640,św. Wawrzyńca 11,Poznań,3,484476.0,1,34.36,2000.0,50.0460286,21.9816539
30641,św. Wawrzyńca 11,Poznań,6,907351.0,3,66.23,2000.0,50.0316733,21.9600609
30642,św. Wawrzyńca 11,Poznań,3,883728.0,3,77.52,2000.0,50.021618,22.0157952
30643,św. Wawrzyńca 11,Poznań,6,892906.0,3,75.67,2000.0,50.0445786,22.0524419
30644,św. Wawrzyńca 11,Poznań,5,594991.0,2,43.43,2000.0,50.0375612,22.0340284
30645,św. Wawrzyńca 11,Poznań,5,678160.0,2,48.44,2000.0,50.018457,22.0040617
30646,św. Wawrzyńca 11,Poznań,5,507297.0,1,34.51,2000.0,50.0375612,22.0340284
30647,św. Wawrzyńca 11,Poznań,4,598846.0,2,44.69,2000.0,50.0486309,21.9860304
30648,św. Wawrzyńca 11,Poznań,1,603012.0,2,48.63,2000.0,50.018457,22.0040617
30649,św. Wawrzyńca 11,Poznań,6,976752.0,3,77.52,2000.0,50.018457,22.0040617
30650,św. Wawrzyńca 11,Poznań,6,959250.0,3,76.74,2000.0,50.0437715,21.9702645
30651,św. Wawrzyńca 11,Poznań,3,564696.0,2,40.92,2000.0,50.0365409,21.9817883
30652,św. Wawrzyńca 11,Poznań,5,782375.0,3,62.59,2000.0,50.0460286,21.9816539
30653,św. Wawrzyńca 11,Poznań,6,663928.0,2,44.86,2000.0,50.0460286,21.9816539
30654,św. Wawrzyńca 11,Poznań,2,883701.0,4,75.53,2000.0,50.0460286,21.9816539
30655,św. Wawrzyńca 11,Poznań,5,930360.0,3,77.53,2000.0,50.0213183,21.9707933
30656,św. Wawrzyńca 11,Poznań,1,699440.0,3,62.45,2000.0,50.0267634,21.9530617
30657,św. Wawrzyńca 11,Poznań,1,555776.0,2,43.42,2000.0,49.9736624,21.9899255
30658,św. Wawrzyńca 11,Poznań,4,494784.0,1,34.36,2000.0,50.0267634,21.9530617
30659,św. Wawrzyńca 11,Poznań,1,452100.0,1,34.25,2000.0,50.0215601,22.0455634
30660,św. Wawrzyńca 11,Poznań,1,590116.0,2,47.59,2000.0,50.018457,22.0040617
30661,św. Wawrzyńca 11,Poznań,2,474168.0,1,34.36,2000.0,50.041945,22.0073595
30662,św. Wawrzyńca 11,Poznań,4,496944.0,1,34.51,2000.0,50.0571452,22.0092309
30663,św. Wawrzyńca 11,Poznań,5,959892.0,3,78.04,2000.0,50.0445786,22.0524419
30664,św. Wawrzyńca 11,Poznań,2,552420.0,2,40.92,2000.0,50.0113078,22.001261
30665,św. Wawrzyńca 11,Poznań,6,611520.0,2,36.4,2000.0,49.8176448,22.202486
30666,św. Wawrzyńca 11,Poznań,2,847242.0,3,70.02,2000.0,50.0316733,21.9600609
30667,św. Wawrzyńca 11,Poznań,3,913068.0,3,78.04,2000.0,49.9800845,22.0168387
30668,św. Wawrzyńca 11,Poznań,1,451704.0,1,34.22,2000.0,50.041945,22.0073595
30669,św. Wawrzyńca 11,Poznań,3,591804.0,2,38.68,2000.0,50.0085283,22.065853
30670,św. Wawrzyńca 11,Poznań,5,614853.0,2,38.67,2000.0,50.0085283,22.065853
30671,św. Wawrzyńca 11,Poznań,2,619710.0,2,47.67,2000.0,50.0587013,21.9686951
30672,św. Wawrzyńca 11,Poznań,4,581962.0,2,43.43,2000.0,50.0005129,22.0046821
30673,św. Wawrzyńca 11,Poznań,4,585072.0,2,43.02,2000.0,50.0213183,21.9707933
30674,św. Wawrzyńca 11,Poznań,2,572032.0,2,44.69,2000.0,50.0513432,21.9807568
30675,św. Wawrzyńca 11,Poznań,4,525811.0,1,36.77,2000.0,50.0552778,21.9959869
30676,św. Wawrzyńca 11,Poznań,1,559260.0,2,43.02,2000.0,50.0267634,21.9530617
30677,św. Wawrzyńca 11,Poznań,5,505092.0,1,34.36,2000.0,50.0373873,22.0208767
30678,św. Wawrzyńca 11,Poznań,3,589762.0,2,45.02,2000.0,50.0403389,22.035264
30679,św. Wawrzyńca 11,Poznań,5,662613.0,2,47.67,2000.0,50.0194928,21.9792899
30680,św. Wawrzyńca 11,Poznań,1,571008.0,2,44.61,2000.0,50.0460286,21.9816539
30681,św. Wawrzyńca 11,Poznań,3,649096.0,2,48.44,2000.0,50.0213183,21.9707933
30682,św. Wawrzyńca 11,Poznań,3,868248.0,3,70.02,2000.0,50.0113078,22.001261
30683,św. Wawrzyńca 11,Poznań,4,929019.0,4,75.53,2000.0,50.018457,22.0040617
30684,św. Wawrzyńca 11,Poznań,1,817713.0,3,69.89,2000.0,50.0204595,22.0036099
30685,św. Wawrzyńca 11,Poznań,4,681600.0,2,48.0,2000.0,50.0375612,22.0340284
30686,św. Wawrzyńca 11,Poznań,5,597978.0,2,43.02,2000.0,50.0395139,21.9664019
30687,św. Wawrzyńca 11,Poznań,3,486591.0,1,34.51,2000.0,50.0213183,21.9707933
30688,św. Wawrzyńca 11,Poznań,8,642330.0,2,39.65,2000.0,50.0460965,22.00349
30689,Wołkowyska,Poznań,0,499000.0,2,51.2,2024.0,50.0449327,21.9981998
30690,św. Wawrzyńca 11,Poznań,2,580050.0,2,38.67,2000.0,50.02192,21.9831583
30691,św. Wawrzyńca 11,Poznań,3,744821.0,3,62.59,2000.0,50.0215601,22.0455634
30692,św. Wawrzyńca 11,Poznań,5,693700.0,2,49.55,2000.0,50.0213183,21.9707933
30693,św. Wawrzyńca 11,Poznań,4,603268.0,2,45.02,2000.0,50.0213183,21.9707933
30694,św. Wawrzyńca 11,Poznań,1,619008.0,2,48.36,2000.0,50.0213183,21.9707933
30695,św. Wawrzyńca 11,Poznań,3,568933.0,2,43.43,2000.0,49.983705,21.9713307
30696,św. Wawrzyńca 11,Poznań,1,859140.0,3,77.4,2000.0,50.0513432,21.9807568
30697,św. Wawrzyńca 11,Poznań,6,897523.0,3,64.57,2000.0,50.0445786,22.0524419
30698,św. Wawrzyńca 11,Poznań,7,953712.0,3,66.23,2000.0,50.0648362,22.0083927
30699,św. Wawrzyńca 11,Poznań,6,502476.0,1,32.21,2000.0,50.0215601,22.0455634
30700,św. Wawrzyńca 11,Poznań,1,481687.0,1,36.77,2000.0,50.0267634,21.9530617
30701,św. Wawrzyńca 11,Poznań,1,370920.0,1,30.91,2000.0,52.4176484,16.9040464
30702,św. Wawrzyńca 11,Poznań,2,528143.0,2,39.71,2000.0,50.0486309,21.9860304
30703,św. Wawrzyńca 11,Poznań,3,484899.0,1,34.39,2000.0,49.9662436,21.9757782
30704,św. Wawrzyńca 11,Poznań,4,907101.0,3,77.53,2000.0,50.0215601,22.0455634
30705,św. Wawrzyńca 11,Poznań,4,710499.0,2,50.39,2000.0,50.0479946,21.9570958
30706,św. Wawrzyńca 11,Poznań,7,1316022.0,4,96.06,2000.0,50.0267634,21.9530617
30707,św. Wawrzyńca 11,Poznań,3,646779.0,2,48.63,2000.0,50.0250248,22.0268253
30708,św. Wawrzyńca 11,Poznań,2,680265.0,2,50.39,2000.0,50.018457,22.0040617
30709,św. Wawrzyńca 11,Poznań,7,1270551.0,4,90.11,2000.0,50.018457,22.0040617
30710,św. Wawrzyńca 11,Poznań,3,906360.0,4,75.53,2000.0,50.0370213,21.9968303
30711,św. Wawrzyńca 11,Poznań,5,563882.0,2,39.71,2000.0,50.018457,22.0040617
30712,św. Wawrzyńca 11,Poznań,1,453684.0,1,34.37,2000.0,50.018457,22.0040617
30713,św. Wawrzyńca 11,Poznań,1,574720.0,2,44.9,2000.0,50.0365409,21.9817883
30714,św. Wawrzyńca 11,Poznań,6,592263.0,2,38.71,2000.0,50.018457,22.0040617
30715,św. Wawrzyńca 11,Poznań,4,648312.0,2,47.67,2000.0,50.0460286,21.9816539
30716,św. Wawrzyńca 11,Poznań,7,1266564.0,4,91.78,2000.0,50.0113078,22.001261
30717,św. Wawrzyńca 11,Poznań,1,650031.0,2,50.39,2000.0,50.0460286,21.9816539
30718,św. Wawrzyńca 11,Poznań,4,928494.0,3,73.69,2000.0,50.0370213,21.9968303
30719,św. Wawrzyńca 11,Poznań,6,1008651.0,3,78.19,2000.0,50.018457,22.0040617
30720,św. Wawrzyńca 11,Poznań,5,505533.0,1,34.39,2000.0,52.4176484,16.9040464
30721,św. Wawrzyńca 11,Poznań,2,559260.0,2,43.02,2000.0,50.018457,22.0040617
30722,św. Wawrzyńca 11,Poznań,2,726044.0,3,62.59,2000.0,50.0213183,21.9707933
30723,św. Wawrzyńca 11,Poznań,3,859600.0,3,76.75,2000.0,50.0437715,21.9702645
30724,św. Wawrzyńca 11,Poznań,5,696000.0,2,48.0,2000.0,50.0370213,21.9968303
30725,św. Wawrzyńca 11,Poznań,3,572166.0,2,43.02,2000.0,49.9899138,21.9925454
30726,św. Wawrzyńca 11,Poznań,4,576972.0,2,40.92,2000.0,49.9899138,21.9925454
30727,św. Wawrzyńca 11,Poznań,4,603252.0,2,38.67,2000.0,50.0215601,22.0455634
30728,św. Wawrzyńca 11,Poznań,3,514780.0,1,36.77,2000.0,50.0215601,22.0455634
30729,św. Wawrzyńca 11,Poznań,4,936480.0,3,78.04,2000.0,50.0382035,22.0399476
30730,św. Wawrzyńca 11,Poznań,7,1746235.0,5,120.43,2000.0,50.0215601,22.0455634
30731,św. Wawrzyńca 11,Poznań,8,1444490.0,4,99.62,2000.0,50.0215601,22.0455634
30732,św. Wawrzyńca 11,Poznań,4,678972.0,2,49.56,2000.0,50.0215601,22.0455634
30733,św. Wawrzyńca 11,Poznań,1,623220.0,2,47.94,2000.0,50.0215601,22.0455634
30734,św. Wawrzyńca 11,Poznań,8,1488410.0,4,96.65,2000.0,50.0213183,21.9707933
30735,św. Wawrzyńca 11,Poznań,7,1341360.0,4,97.2,2000.0,50.0213183,21.9707933
30736,św. Wawrzyńca 11,Poznań,6,735392.0,3,54.88,2000.0,50.0373746,22.0268467
30737,św. Wawrzyńca 11,Poznań,8,1392870.0,4,96.06,2000.0,50.0445786,22.0524419
30738,św. Wawrzyńca 11,Poznań,7,680760.0,2,43.92,2000.0,50.052252,21.9736019
30739,św. Wawrzyńca 11,Poznań,5,594854.0,2,43.42,2000.0,50.02192,21.9831583
30740,św. Wawrzyńca 11,Poznań,2,476238.0,1,34.51,2000.0,50.013865,21.9749846
30741,św. Wawrzyńca 11,Poznań,2,652800.0,2,48.0,2000.0,50.0204595,22.0036099
30742,św. Wawrzyńca 11,Poznań,5,675957.0,2,48.63,2000.0,50.0615965,22.0114497
30743,św. Wawrzyńca 11,Poznań,7,1411624.0,4,95.38,2000.0,50.0460286,21.9816539
30744,św. Wawrzyńca 11,Poznań,7,1627240.0,5,119.65,2000.0,50.0460286,21.9816539
30745,św. Wawrzyńca 11,Poznań,5,905532.0,3,76.74,2000.0,50.0469667,22.028873
30746,św. Wawrzyńca 11,Poznań,2,503749.0,1,36.77,2000.0,50.013865,21.9749846
30747,św. Wawrzyńca 11,Poznań,2,889656.0,3,78.04,2000.0,50.0469578,22.0098004
30748,św. Wawrzyńca 11,Poznań,2,555776.0,2,43.42,2000.0,50.0449327,21.9981998
30749,św. Wawrzyńca 11,Poznań,5,616774.0,2,45.02,2000.0,50.0460286,21.9816539
30750,św. Wawrzyńca 11,Poznań,1,889656.0,3,78.04,2000.0,50.0005129,22.0046821
30751,św. Wawrzyńca 11,Poznań,4,661368.0,2,48.63,2000.0,50.0025407,22.0101603
30752,św. Wawrzyńca 11,Poznań,3,585439.0,2,44.69,2000.0,50.0105309,22.013518
30753,św. Wawrzyńca 11,Poznań,8,1865270.0,5,120.34,2000.0,50.0118173,22.0294024
30754,św. Wawrzyńca 11,Poznań,6,620906.0,2,43.42,2000.0,50.0445786,22.0524419
30755,św. Wawrzyńca 11,Poznań,5,589248.0,2,40.92,2000.0,50.0085283,22.065853
30756,św. Wawrzyńca 11,Poznań,2,836466.0,3,76.74,2000.0,50.0548669,21.9528837
30757,św. Wawrzyńca 11,Poznań,6,654900.0,2,44.25,2000.0,50.0562256,22.0060476
30758,św. Wawrzyńca 11,Poznań,5,725616.0,2,50.39,2000.0,50.018457,22.0040617
30759,św. Wawrzyńca 11,Poznań,7,1051897.0,3,79.09,2000.0,50.018457,22.0040617
30760,św. Wawrzyńca 11,Poznań,8,1123078.0,3,79.09,2000.0,50.0461358,21.971947
30761,św. Wawrzyńca 11,Poznań,2,649367.0,2,49.57,2000.0,50.0345359,21.9965655
30762,Garbary,Poznań,6,820000.0,3,81.0,2009.0,50.0648362,22.0083927
30763,Gothilfa Bergera,Poznań,0,728525.0,3,63.35,2023.0,50.0280553,21.9831864
30764,Gothilfa Bergera,Poznań,0,470125.0,2,37.61,2023.0,50.0204595,22.0036099
30765,Wagrowska,Poznań,2,498305.0,4,57.06,2024.0,50.0517799,21.9847022
30766,Wagrowska,Poznań,5,502614.0,3,55.47,2024.0,50.0517799,21.9847022
30767,Wagrowska,Poznań,7,307411.0,1,27.62,2024.0,50.0358504,22.0618409
30768,Wagrowska,Poznań,3,429993.0,2,44.32,2024.0,50.0213183,21.9707933
30769,Brneńska,Poznań,3,681000.0,4,68.96,2023.0,50.0213183,21.9707933
30770,Sielawy,Poznań,4,490786.0,2,43.93,2024.0,50.0460286,21.9816539
30771,Gothilfa Bergera,Poznań,0,564625.0,2,45.17,2023.0,50.0452658,21.9808718
30772,Wagrowska,Poznań,0,310440.0,1,27.63,2023.0,50.0418979,21.9858586
30773,Teofila Mateckiego,Poznań,1,379000.0,2,44.2,2000.0,50.0365409,21.9817883
30774,Strzeszyńska,Poznań,1,469000.0,2,45.57,2011.0,50.0648362,22.0083927
30775,Katowicka,Poznań,0,452113.0,2,40.0,2000.0,50.0345988,22.0082915
30776,Katowicka,Poznań,5,526753.0,2,48.0,2000.0,50.0613803,21.9691172
30777,Gothilfa Bergera,Poznań,0,641240.0,2,55.76,2023.0,50.0479946,21.9570958
30778,Szpitalna,Poznań,7,605000.0,3,61.08,1975.0,50.0345988,22.0082915
30779,Czarnucha,Poznań,1,503032.0,3,59.35,2000.0,50.0124004,21.9976702
30780,Gothilfa Bergera,Poznań,0,772485.0,4,73.57,2023.0,50.0345988,22.0082915
30781,Franciszka Firlika,Poznań,1,437100.0,2,48.3,2024.0,50.0213183,21.9707933
30782,Czarnucha,Poznań,3,499599.0,3,57.5,2000.0,50.0213183,21.9707933
30783,Wawrzyńca Engeströma,Poznań,3,699000.0,3,65.0,2005.0,50.0213183,21.9707933
30784,Kazimiery Iłłakowiczówny,Poznań,0,899000.0,4,98.18,1925.0,50.0213183,21.9707933
30785,Michała Drzymały,Poznań,2,859000.0,3,49.5,2018.0,50.0204595,22.0036099
30786,Franciszka Firlika,Poznań,1,478800.0,3,53.2,2024.0,50.0476401,21.9993316
30787,Wagrowska,Poznań,6,486735.0,3,49.18,2023.0,50.0209037,22.0341226
30788,Wagrowska,Poznań,7,417264.0,2,37.8,2023.0,50.0479946,21.9570958
30789,Sielawy,Poznań,3,664048.0,4,67.76,2000.0,50.0345988,22.0082915
30790,Sielawy,Poznań,1,471316.0,2,43.24,2000.0,50.0345988,22.0082915
30791,Teofila Mateckiego,Poznań,0,379000.0,2,41.0,2023.0,50.0345988,22.0082915
30792,Starołęcka 110b,Poznań,1,682700.0,4,71.12,2023.0,50.037812,21.9716549
30793,Franciszka Firlika,Poznań,1,437100.0,2,48.3,2024.0,50.0209037,22.0341226
30794,Franciszka Firlika,Poznań,1,728000.0,3,81.8,2024.0,50.0209037,22.0341226
30795,Franciszka Firlika,Poznań,1,466200.0,2,51.8,2024.0,50.0648362,22.0083927
30796,Franciszka Firlika,Poznań,0,582100.0,4,65.4,2024.0,50.0463829,21.9532206
30797,św. Rocha,Poznań,3,799000.0,3,92.0,2000.0,50.0469667,22.028873
30798,Gothilfa Bergera,Poznań,0,594875.0,2,47.59,2023.0,50.0648362,22.0083927
30799,Gothilfa Bergera,Poznań,3,566375.0,2,45.31,2023.0,50.0322303,21.9985031
30800,Franciszka Firlika,Poznań,1,513900.0,3,57.1,2024.0,50.0124004,21.9976702
30801,Franciszka Firlika,Poznań,1,466200.0,2,51.8,2024.0,50.0452658,21.9808718
