id,address,city,floor,price,rooms,sq,year
435,Upalna,Białystok,0,489000.0,3,629.0,
436,Ukośna,Białystok,3,450294.0,2,5773.0,
437,Ciepła,Białystok,4,446000.0,2,446.0,
438,42 Pułku Piechoty,Białystok,0,780000.0,4,69.0,2020
439,Ciepła,Białystok,4,454720.0,3,464.0,
440,Młynowa,Białystok,3,886600.0,2,44.0,2021
441,Piastowska,Białystok,4,329000.0,4,59.0,1985
442,Piastowska,Białystok,4,490000.0,3,59.0,1985
443,Ciepła,Białystok,3,339000.0,2,339.0,
444,Szarych Szeregów,Białystok,1,399500.0,3,685.0,1992
445,Dziesięciny,Białystok,3,635000.0,3,6165.0,2016
446,Władysława Broniewskiego,Białystok,4,320000.0,2,4098.0,1970
447,Skorupska,Białystok,2,565000.0,3,617.0,2007
448,Palmowa,Białystok,1,459787.0,3,603.0,1981
449,42 Pułku Piechoty,Białystok,3,419999.0,2,40.0,2022
450,Towarowa,Białystok,4,399000.0,3,58.0,1978
451,Ludwika Zamenhofa,Białystok,3,359000.0,2,549.0,1955
452,42 Pułku Piechoty,Białystok,3,423500.0,3,55.0,2023
453,42 Pułku Piechoty,Białystok,2,429700.0,3,5509.0,2023
454,Oskara Sosnowskiego,Białystok,1,657500.0,3,6778.0,2024
455,Magazynowa,Białystok,1,352700.0,2,4008.0,2024
456,Hugo Kołłątaja,Białystok,0,452200.0,3,5724.0,2024
457,Żelazna,Białystok,2,437000.0,2,374.0,
458,Hugo Kołłątaja,Białystok,0,475700.0,3,6406.0,2024
459,Gajowa,Białystok,4,280000.0,2,477.0,
460,Ukośna,Białystok,5,469170.0,3,6015.0,
461,Ukośna,Białystok,1,471354.0,3,6043.0,
462,Ukośna,Białystok,0,451282.0,2,5823.0,
463,Ukośna,Białystok,5,449436.0,2,5762.0,
464,Ukośna,Białystok,3,442884.0,2,5678.0,
465,Ukośna,Białystok,0,427469.0,2,5411.0,
466,Ukośna,Białystok,2,451542.0,2,5789.0,
467,Ukośna,Białystok,4,470106.0,3,6027.0,
468,Ukośna,Białystok,0,427312.0,2,5375.0,
469,Ukośna,Białystok,0,472602.0,3,6059.0,
470,Ukośna,Białystok,0,485455.0,3,6145.0,
471,Ukośna,Białystok,0,391262.0,2,4714.0,
472,Ukośna,Białystok,1,433674.0,2,5354.0,
473,Aleja Józefa Piłsudskiego,Białystok,2,400000.0,2,477.0,1960
474,Leszczynowa,Białystok,1,592000.0,3,6263.0,2022
475,Kazimierza Pułaskiego,Białystok,1,490000.0,4,72.0,1992
476,Towarowa,Białystok,1,359000.0,3,61.0,
477,Józefa Marjańskiego,Białystok,6,749000.0,3,98.0,2006
478,Sienkiewicza,Białystok,3,369630.0,2,37.0,1960
479,Grochowa,Białystok,7,299000.0,2,271.0,1970
480,Aleja Józefa Piłsudskiego,Białystok,2,400000.0,2,477.0,1950
481,Knyszyńska,Białystok,5,577000.0,3,5588.0,2022
482,św. Andrzeja Boboli,Białystok,4,359000.0,3,505.0,1999
483,Rzemieślnicza,Białystok,3,319000.0,2,48.0,1988
484,Zachodnia,Białystok,2,499999.0,3,60.0,2004
485,Łąkowa,Białystok,1,660000.0,2,5039.0,2022
486,Elizy Orzeszkowej,Białystok,3,570000.0,3,5787.0,2009
487,Oskara Sosnowskiego,Białystok,3,604360.0,3,521.0,2023
488,Szarych Szeregów,Białystok,1,320000.0,1,319.0,2005
489,Gajowa,Białystok,0,450000.0,2,48.0,
490,Antoniukowska,Białystok,3,305000.0,3,44.0,
491,Lodowa,Białystok,0,455000.0,3,5788.0,2023
492,Bolesława Chrobrego,Białystok,4,400000.0,4,668.0,1970
493,Ciepła,Białystok,4,536360.0,3,583.0,
494,gen. Józefa Bema,Białystok,1,369000.0,2,4312.0,1972
495,Elizy Orzeszkowej,Białystok,7,744000.0,3,675.0,2012
496,Lodowa,Białystok,2,540000.0,4,7193.0,2022
497,Wierzbowa,Białystok,4,245000.0,2,37.0,1970
498,Lodowa,Białystok,1,684000.0,4,7202.0,2022
499,Ciepła,Białystok,7,417900.0,2,398.0,
500,Skorupska,Białystok,1,349000.0,2,485.0,1988
501,Ciepła,Białystok,4,342390.0,2,339.0,
502,Ciepła,Białystok,4,273480.0,1,258.0,
503,Ciepła,Białystok,4,438570.0,3,443.0,
504,Ciepła,Białystok,4,471380.0,3,481.0,
505,Marczukowska,Białystok,1,506000.0,3,6076.0,2024
506,Ciepła,Białystok,3,441540.0,2,446.0,
507,Marczukowska,Białystok,0,449000.0,3,5038.0,2024
508,Ciepła,Białystok,3,466570.0,3,481.0,
509,Marczukowska,Białystok,3,680000.0,5,7862.0,2024
510,Kaktusowa,Białystok,0,496000.0,4,7051.0,
511,Ciepła,Białystok,2,508190.0,3,571.0,
512,Marczukowska,Białystok,3,570000.0,4,6638.0,2024
513,Jurowiecka 15,Białystok,8,798000.0,3,5784.0,2020
514,42 Pułku Piechoty,Białystok,0,539000.0,4,6856.0,2018
515,Marczukowska,Białystok,3,457000.0,2,5303.0,2024
516,Bohaterów Monte Cassino,Białystok,3,439000.0,4,487.0,1990
517,Zachodnia 2a,Białystok,2,405000.0,2,41.0,2003
518,Pogodna,Białystok,2,545000.0,3,6519.0,1998
519,Antoniukowska,Białystok,5,559000.0,2,615.0,2009
520,Leszczynowa,Białystok,1,549000.0,3,6263.0,2023
521,Jurowiecka,Białystok,3,545000.0,2,4225.0,2018
522,Pogodna,Białystok,4,919000.0,5,123.0,
523,Ciepła,Białystok,7,1250000.0,4,1087.0,2024
524,Elizy Orzeszkowej,Białystok,3,427000.0,2,534.0,
525,Świętokrzyska,Białystok,1,599000.0,3,666.0,2009
526,42 Pułku Piechoty,Białystok,3,449000.0,3,55.0,2022
527,Kolejowa,Białystok,2,360000.0,2,4923.0,
528,Zachodnia,Białystok,2,405000.0,2,397.0,2001
529,Plażowa,Białystok,4,399000.0,3,46.0,2023
530,Knyszyńska,Białystok,7,649000.0,3,6159.0,2022
531,Pogodna,Białystok,4,325000.0,2,322.0,
532,Kolejowa,Białystok,2,360000.0,2,4923.0,1959
533,Rzemieślnicza,Białystok,1,494754.0,3,6343.0,2022
534,Rzemieślnicza,Białystok,0,494754.0,3,6343.0,2022
535,Aleja Józefa Piłsudskiego,Białystok,2,449000.0,3,45.0,1975
536,gen. Władysława Sikorskiego,Białystok,1,544000.0,3,5335.0,
537,Józefa Karola Puchalskiego,Białystok,0,432000.0,3,6116.0,
538,Wysoki Stoczek,Białystok,0,430000.0,3,5287.0,2022
539,Lodowa,Białystok,1,524000.0,4,7002.0,2022
540,Lodowa,Białystok,2,540000.0,4,7193.0,2022
541,42 Pułku Piechoty,Białystok,3,479000.0,3,501.0,2016
542,Żabia,Białystok,4,420000.0,3,647.0,1988
543,Jurowiecka,Białystok,3,599000.0,3,63.0,1989
544,gen. Władysława Sikorskiego,Białystok,5,320000.0,2,483.0,
545,Mieszka I I,Białystok,0,305000.0,2,322.0,
546,Antoniukowska,Białystok,7,486000.0,2,4963.0,2012
547,Władysława Broniewskiego,Białystok,1,350000.0,3,544.0,1969
548,Lodowa,Białystok,1,535000.0,4,7202.0,2022
549,Gruntowa,Białystok,3,274000.0,2,388.0,1967
550,Lodowa,Białystok,2,674000.0,4,6993.0,2022
551,Rzemieślnicza,Białystok,3,369000.0,3,598.0,1989
552,Stołeczna,Białystok,0,600000.0,4,743.0,1980
553,Stanisława Dubois,Białystok,3,565000.0,3,56.0,1996
554,Rzemieślnicza,Białystok,3,376000.0,3,60.0,
555,Wrocławska,Białystok,0,459000.0,2,467.0,2005
556,Marczukowska,Białystok,3,587000.0,3,6979.0,2024
557,Bohaterów Getta,Białystok,0,599000.0,3,705.0,1968
558,Aleja Józefa Piłsudskiego,Białystok,10,489000.0,3,525.0,1970
559,Ciepła,Białystok,1,439850.0,3,463.0,
560,Marczukowska,Białystok,2,427000.0,3,5032.0,2024
561,Hugo Kołłątaja,Białystok,1,346500.0,2,3766.0,2024
562,Hugo Kołłątaja,Białystok,3,445800.0,3,5944.0,2024
563,Magazynowa,Białystok,1,424700.0,3,4997.0,2023
564,Oskara Sosnowskiego,Białystok,6,1139000.0,5,11505.0,2024
565,Oskara Sosnowskiego,Białystok,4,987100.0,5,9971.0,2024
566,Ciepła,Białystok,1,518870.0,3,583.0,
567,Marczukowska,Białystok,2,566000.0,4,6638.0,2024
568,Lodowa,Białystok,2,443254.0,2,5238.0,2023
569,Marczukowska,Białystok,2,566000.0,3,6979.0,2024
570,Wiejska,Białystok,2,599000.0,5,80.0,1985
571,Ciepła,Białystok,3,342390.0,2,339.0,
572,Wrocławska,Białystok,0,475000.0,2,45.0,2005
573,Ciepła,Białystok,7,541260.0,3,582.0,
574,Józefa Karola Puchalskiego,Białystok,0,739000.0,3,6108.0,2017
575,Żubrów,Białystok,0,399000.0,2,47.0,2016
576,42 Pułku Piechoty,Białystok,4,589000.0,3,57.0,2018
577,Szarych Szeregów,Białystok,4,380000.0,3,65.0,1993
578,Jurowiecka,Białystok,5,1200000.0,3,65.0,2018
579,Włókiennicza,Białystok,2,1300000.0,6,127.0,2006
580,Żabia,Białystok,0,365000.0,3,4547.0,1963
581,Czarna,Białystok,3,499000.0,2,4821.0,2023
582,42 Pułku Piechoty,Białystok,2,429000.0,3,496.0,2022
583,Żelazna,Białystok,2,437000.0,2,376.0,2006
584,Lodowa,Białystok,2,497000.0,4,6457.0,2023
585,Lodowa,Białystok,2,550000.0,4,7189.0,2023
586,Władysława Broniewskiego,Białystok,3,219000.0,2,38.0,
587,Sybiraków,Białystok,2,385000.0,2,38.0,2001
588,Krakowska,Białystok,2,346000.0,3,471.0,1980
589,św. Andrzeja Boboli,Białystok,3,370000.0,2,435.0,
590,Adama Mickiewicza,Białystok,1,430000.0,2,481.0,1997
591,Towarowa,Białystok,4,415000.0,3,583.0,1979
592,Konwaliowa,Białystok,4,355000.0,3,64.0,1984
593,Marczukowska,Białystok,2,629000.0,3,7478.0,2024
594,Władysława Broniewskiego,Białystok,1,340000.0,3,544.0,1969
595,Bolesława Chrobrego,Białystok,4,415000.0,4,62.0,1972
596,Ciepła,Białystok,1,502480.0,3,571.0,
597,Ciepła,Białystok,1,432620.0,2,446.0,
598,Marczukowska,Białystok,1,420000.0,3,5027.0,2024
599,Nowogródzka,Białystok,2,459000.0,3,541.0,1970
600,Marczukowska,Białystok,1,430000.0,3,5118.0,2024
601,gen. Józefa Bema,Białystok,1,440000.0,4,5784.0,1974
602,Ciepła,Białystok,1,423360.0,3,441.0,
603,Hugo Kołłątaja,Białystok,4,494900.0,3,6598.0,2024
604,Piastowska,Białystok,3,379000.0,3,48.0,1975
605,Hugo Kołłątaja,Białystok,1,485400.0,3,6144.0,2024
606,Jurowiecka,Białystok,1,456300.0,2,4225.0,2023
607,Ciepła,Białystok,1,456950.0,3,481.0,
608,Marczukowska,Białystok,1,560000.0,4,6638.0,2024
609,Lodowa,Białystok,0,465034.0,3,5853.0,2023
610,Jurowiecka,Białystok,1,435132.0,2,4029.0,2023
611,Gruntowa,Białystok,4,391000.0,4,441.0,1970
612,Zagumienna,Białystok,1,439000.0,5,843.0,
613,Marczukowska,Białystok,1,573000.0,3,6979.0,2024
614,gen. Władysława Sikorskiego,Białystok,0,543000.0,3,5324.0,
615,Marczukowska,Białystok,1,504000.0,3,5629.0,2023
616,gen. Józefa Bema,Białystok,7,698979.0,3,7782.0,2023
617,Władysława Broniewskiego,Białystok,1,349000.0,3,544.0,1970
618,Palmowa,Białystok,3,249000.0,1,3144.0,1996
619,42 Pułku Piechoty,Białystok,3,423500.0,3,55.0,2023
620,Lodowa,Białystok,0,332084.0,2,4096.0,2023
621,Ciepła,Białystok,3,365000.0,3,579.0,1989
622,Bolesława Chrobrego,Białystok,3,585000.0,4,75.0,
623,Walentego Lewandowskiego,Białystok,4,519000.0,2,58.0,
624,Kazimierza Pułaskiego,Białystok,4,369000.0,3,599.0,1995
625,Ciepła,Białystok,5,479160.0,3,484.0,
626,Ciepła,Białystok,5,443000.0,3,443.0,
627,Ciepła,Białystok,3,516600.0,3,574.0,
628,Ciepła,Białystok,3,434140.0,3,443.0,
629,Ciepła,Białystok,2,444480.0,3,463.0,
630,Ciepła,Białystok,2,524700.0,3,583.0,
631,Walentego Lewandowskiego,Białystok,4,434500.0,3,55.0,1998
632,Ciepła,Białystok,7,465000.0,3,465.0,
633,Ciepła,Białystok,7,1184830.0,3,1087.0,
634,Ciepła,Białystok,7,280130.0,1,257.0,
635,Ciepła,Białystok,6,528080.0,3,574.0,
636,Ciepła,Białystok,6,352560.0,2,339.0,
637,Ciepła,Białystok,6,349170.0,2,339.0,
638,Ciepła,Białystok,6,450460.0,2,446.0,
639,Ciepła,Białystok,6,276060.0,1,258.0,
640,Ciepła,Białystok,5,476190.0,3,481.0,
641,Stroma,Białystok,4,329000.0,2,483.0,1979
642,Zachodnia,Białystok,2,807383.0,3,9374.0,2023
643,Zwycięstwa,Białystok,0,455616.0,3,5424.0,2023
644,Leszczynowa,Białystok,2,464000.0,2,4587.0,
645,Ukośna,Białystok,1,519000.0,4,618.0,2020
646,Kazimierza Pułaskiego,Białystok,4,419000.0,2,4949.0,1992
647,Antoniukowska,Białystok,1,354000.0,3,457.0,1970
648,Kardynała Stefana Wyszyńskiego,Białystok,4,374000.0,4,622.0,1976
649,Jurowiecka,Białystok,4,499900.0,2,416.0,2022
650,Nowy Świat,Białystok,1,331429.0,2,39.0,1955
651,Depowa,Białystok,3,453229.0,3,5701.0,2023
652,Marczukowska,Białystok,1,559000.0,3,6979.0,2024
653,Antoniukowska,Białystok,0,359000.0,2,457.0,1970
654,Knyszyńska,Białystok,8,537700.0,3,4998.0,2022
655,Lodowa,Białystok,2,552812.0,3,7162.0,2023
656,Lodowa,Białystok,2,608418.0,3,8107.0,2023
657,gen. Władysława Sikorskiego,Białystok,0,399000.0,2,38.0,
658,Lodowa,Białystok,2,450000.0,3,5793.0,2023
659,Lodowa,Białystok,1,444000.0,3,5793.0,2023
660,Lodowa,Białystok,1,545000.0,4,7203.0,2023
661,Lodowa,Białystok,0,449000.0,3,5815.0,2023
662,Lodowa,Białystok,2,516000.0,4,6734.0,2023
663,Lodowa,Białystok,1,510000.0,4,6749.0,2023
664,Lodowa,Białystok,0,468000.0,3,6043.0,2023
665,Lodowa,Białystok,2,535000.0,4,6993.0,2023
666,Lodowa,Białystok,1,529000.0,4,7002.0,2023
667,Lodowa,Białystok,0,417000.0,2,5214.0,2023
668,Lodowa,Białystok,0,438000.0,3,5545.0,2023
669,Lodowa,Białystok,2,393000.0,2,496.0,2023
670,Lodowa,Białystok,2,573000.0,4,749.0,2023
671,Lodowa,Białystok,1,392000.0,2,5127.0,2023
672,Lodowa,Białystok,1,570000.0,4,7508.0,2023
673,Lodowa,Białystok,2,590000.0,4,7712.0,2023
674,Zagórna,Białystok,1,460000.0,4,72.0,1983
675,Jana Sobieskiego,Białystok,3,209000.0,1,22.0,
676,Zielonogórska,Białystok,3,395000.0,3,67.0,1988
677,Marczukowska,Białystok,0,572000.0,4,6638.0,2024
678,Marczukowska,Białystok,0,593000.0,3,6979.0,2024
679,Dziesięciny,Białystok,3,369000.0,2,34.0,2015
680,Zachodnia,Białystok,2,535000.0,4,75.0,1996
681,Stołeczna,Białystok,1,499000.0,2,577.0,2022
682,Marczukowska,Białystok,3,514000.0,3,5635.0,2023
683,Sadowa,Białystok,1,475000.0,3,7033.0,2022
684,Marczukowska,Białystok,3,587000.0,3,6979.0,2024
685,Jana Sobieskiego,Białystok,1,609000.0,3,59.0,2013
686,Marczukowska,Białystok,3,587000.0,3,6942.0,2024
687,Kazimierza Pułaskiego,Białystok,4,338000.0,2,461.0,1995
688,Gruntowa,Białystok,4,349000.0,3,44.0,1970
689,Warszawska ,Białystok,4,399900.0,2,3733.0,2023
690,Marczukowska,Białystok,1,609000.0,3,73.0,2024
691,Jurowiecka,Białystok,1,418608.0,2,3876.0,
692,gen. Władysława Sikorskiego,Białystok,2,490000.0,2,4708.0,
693,Leszczynowa,Białystok,0,421000.0,2,4134.0,
694,Aleja Józefa Piłsudskiego,Białystok,3,385000.0,2,5024.0,1960
695,Palmowa,Białystok,4,470000.0,5,85.0,1980
696,Marczukowska,Białystok,2,584000.0,3,6942.0,2024
697,Depowa ,Białystok,0,399784.0,2,4648.0,2022
698,Lodowa,Białystok,1,382000.0,2,5127.0,2023
699,Lodowa,Białystok,0,384746.0,2,5257.0,2022
700,Rzemieślnicza,Białystok,0,450000.0,3,60.0,1987
701,42 Pułku Piechoty ,Białystok,2,646000.0,3,652.0,2019
702,Ciepła,Białystok,4,355000.0,4,545.0,1977
703,Bohaterów Monte Cassino,Białystok,1,339000.0,2,354.0,
704,Transportowa,Białystok,3,699000.0,4,1004.0,2007
705,Cyrkoniowa,Białystok,0,429000.0,4,7826.0,2021
706,Sowlańska,Białystok,2,225000.0,1,278.0,
707,dr. Fiedorowicza,Białystok,4,480000.0,5,723.0,1989
708,Hugo Kołłątaja ,Białystok,1,493300.0,3,6406.0,2024
709,gen. Józefa Bema ,Białystok,7,1329000.0,5,14915.0,2023
710,Mikołaja Kopernika,Białystok,2,414128.0,1,3982.0,
711,Mikołaja Kopernika,Białystok,1,544146.0,3,6114.0,
712,42 Pułku Piechoty,Białystok,0,419000.0,3,5015.0,2022
713,42 Pułku Piechoty,Białystok,3,449000.0,3,55.0,2022
714,Wiejska,Białystok,3,315000.0,2,323.0,1977
715,Marczukowska,Białystok,0,506000.0,3,5881.0,2024
716,Szarych Szeregów,Białystok,2,519000.0,3,63.0,1995
717,Komisji Edukacji Narodowej,Białystok,0,377000.0,2,498.0,2001
718,gen. Józefa Bema,Białystok,4,325000.0,2,32.0,
719,Białostoczek,Białystok,0,395000.0,2,484.0,1979
720,Niedźwiedzia,Białystok,2,390000.0,3,55.0,1958
721,Warszawska ,Białystok,1,754900.0,4,7493.0,2023
722,Marczukowska,Białystok,0,593000.0,3,6979.0,2024
723,Stanisława Dubois,Białystok,3,550000.0,4,73.0,1994
724,Marczukowska,Białystok,0,441000.0,3,5229.0,2024
725,Walecznych,Szczecin,4,289000.0,1,308.0,1980
726,Łubinowa,Szczecin,10,269000.0,1,31.0,1970
727,Juliusza Słowackiego,Szczecin,3,575000.0,3,7928.0,1899
728,Kurpiów,Szczecin,2,749000.0,4,799.0,2009
729,Klemensa Janickiego,Szczecin,3,549000.0,3,631.0,2014
730,Profesora Jana Królewskiego,Szczecin,1,842500.0,3,5663.0,2020
731,Władysława Łokietka,Szczecin,0,429000.0,3,49.0,1970
732,Bolesława Krzywoustego,Szczecin,1,990000.0,5,9745.0,1938
733,Zielone Wzgórze,Szczecin,3,299000.0,1,31.0,
734,Księcia Bogusława X X,Szczecin,4,499000.0,3,6668.0,
735,Antoniego Abrahama,Szczecin,0,349999.0,2,50.0,1990
736,Mariana Falskiego,Szczecin,1,495000.0,3,62.0,1990
737,Potulicka 40,Szczecin,4,317000.0,1,3664.0,1970
738,Pocztowa,Szczecin,5,540000.0,3,896.0,
739,Policka,Szczecin,0,275000.0,2,4166.0,
740,bł. Wincentego Kadłubka,Szczecin,9,445000.0,3,57.0,
741,Księżnej Dąbrówki ,Szczecin,0,329000.0,2,4538.0,2016
742,Poznańska,Szczecin,2,672000.0,4,8944.0,2021
743,Czcibora,Szczecin,0,479000.0,2,517.0,1985
744,Robotnicza,Szczecin,3,324000.0,1,409.0,2010
745,Sławomira,Szczecin,4,799000.0,3,100.0,1930
746,Jasna,Szczecin,5,459000.0,2,485.0,1970
747,Antoniego Kaliny,Szczecin,3,459000.0,3,59.0,
748,Strzałowska,Szczecin,3,299000.0,2,5109.0,1920
749,Bronisława Sobola,Szczecin,1,394640.0,2,4933.0,
750,Hansa Christiana Andersena,Szczecin,0,585000.0,3,6162.0,2023
751,Szarotki,Szczecin,1,458542.0,2,4679.0,2022
752,ks. Jana Długosza,Szczecin,2,419000.0,3,4977.0,1920
753,Księżnej Przybysławy,Szczecin,4,479000.0,2,54.0,
754,Ku Słońcu 2,Szczecin,3,459000.0,3,858.0,
755,Kombatantów,Szczecin,2,305000.0,1,32.0,2005
756,Floriana Szarego,Szczecin,3,224000.0,1,221.0,1980
757,Małe Błonia,Szczecin,2,285000.0,2,302.0,2023
758,Odzieżowa,Szczecin,4,425000.0,1,345.0,2000
759,Pawła Włodkowica,Szczecin,1,569000.0,4,64.0,
760,Wiosny Ludów,Szczecin,4,463000.0,2,478.0,1980
761,Floriana Szarego,Szczecin,3,231000.0,1,221.0,1980
762,Swojska 51,Szczecin,2,495000.0,2,525.0,2001
763,Beżowa,Szczecin,3,870000.0,4,926.0,2000
764,Śląska,Szczecin,3,1040000.0,3,7438.0,2021
765,Bartnicza,Szczecin,4,786000.0,4,81.0,1989
766,ks. bp. Władysława Bandurskiego,Szczecin,5,690000.0,3,644.0,2009
767,Bohaterów Getta Warszawskiego,Szczecin,4,449000.0,2,57.0,
768,Robotnicza,Szczecin,1,470000.0,2,45.0,2015
769,Duńska,Szczecin,0,379000.0,1,3709.0,2002
770,Władysława Szafera,Szczecin,3,395000.0,3,628.0,
771,Stanisława Ignacego Witkiewicza ,Szczecin,8,469000.0,3,47.0,1980
772,Stanisława Herakliusza Lubomirskiego,Szczecin,9,385000.0,2,3837.0,1976
773,gen. Augusta Emila Fieldorfa,Szczecin,4,419000.0,3,6393.0,1987
774,9 Maja,Szczecin,1,469000.0,3,4777.0,1978
775,Budziszyńska,Szczecin,2,320000.0,2,4601.0,
776,Robotnicza,Szczecin,0,415000.0,2,434.0,
777,Hansa Christiana Andersena,Szczecin,0,585000.0,3,6162.0,2023
778,Marii Konopnickiej,Szczecin,1,565000.0,3,72.0,
779,Złotowska,Szczecin,0,639000.0,3,66.0,2012
780,Aleksandra Kostki Napierskiego,Szczecin,8,477000.0,4,70.0,
781,Jana Kazimierza ,Szczecin,3,850000.0,3,1094.0,2000
782,Łucznicza,Szczecin,3,487000.0,2,521.0,2005
783,Sebastiana Klonowica,Szczecin,3,569000.0,2,50.0,2008
784,Kazimierza Twardowskiego,Szczecin,0,519000.0,2,52.0,
785,Robotnicza,Szczecin,0,415000.0,2,434.0,2000
786,Heleny Kurcyuszowej,Szczecin,3,1395000.0,4,113.0,2008
787,Gwiazdy Polarnej,Szczecin,1,739000.0,4,89.0,2023
788,Łączna 1a,Szczecin,3,445000.0,2,44.0,2016
789,Hrubieszowska,Szczecin,0,420000.0,2,40.0,2000
790,Potulicka,Szczecin,5,569900.0,2,459.0,2019
791,gen. Stanisława Kopańskiego,Szczecin,3,750000.0,5,1195.0,2009
792,Małopolska,Szczecin,1,645000.0,3,5936.0,
793,Grochowa ,Szczecin,0,271000.0,1,331.0,2000
794,26 Kwietnia,Szczecin,4,460000.0,2,434.0,1980
795,Potulicka,Szczecin,1,699000.0,3,6314.0,2018
796,1 Maja,Szczecin,5,480000.0,3,565.0,1980
797,Orczykowa,Szczecin,0,340704.0,2,4056.0,2023
798,Orczykowa,Szczecin,1,315238.0,2,3916.0,2023
799,Orczykowa,Szczecin,2,415584.0,2,5328.0,2023
800,Hrubieszowska,Szczecin,8,479000.0,3,7182.0,
801,Juliana Ejsmonda,Szczecin,4,365000.0,3,52.0,1930
802,ks. bp. Adama Naruszewicza 14,Szczecin,4,495000.0,3,56.0,
803,ks. Jerzego Popiełuszki,Szczecin,3,650000.0,3,5665.0,2019
804,ks. bp. Władysława Bandurskiego,Szczecin,5,690000.0,3,644.0,2009
805,Rugiańska,Szczecin,2,249000.0,2,293.0,1980
806,Środowa,Szczecin,5,430940.0,1,2972.0,2022
807,Bartosza Głowackiego,Szczecin,3,690000.0,3,7041.0,2023
808,Studzienna,Szczecin,1,595000.0,3,5958.0,
809,Studzienna,Szczecin,0,543300.0,3,5439.0,2023
810,bł. Królowej Jadwigi,Szczecin,2,479000.0,3,704.0,
811,gen. Józefa Sowińskiego,Szczecin,1,499000.0,3,5676.0,1880
812,Czerwona,Szczecin,4,380000.0,2,495.0,1990
813,Rymarska,Szczecin,1,328000.0,2,45.0,1961
814,Jaworzynki,Szczecin,2,699000.0,4,83.0,2016
815,Fryderyka Chopina,Szczecin,1,512000.0,3,575.0,
816,Metalowa,Szczecin,4,365000.0,3,53.0,
817,św. Stanisława Kostki,Szczecin,1,750000.0,4,9485.0,1950
818,Duńska,Szczecin,1,595000.0,3,577.0,2011
819,Leopolda Okulickiego,Szczecin,1,560000.0,6,140.0,1980
820,Władysława Łokietka,Szczecin,3,298000.0,2,5576.0,1930
821,Mazurska,Szczecin,2,785000.0,4,127.0,1939
822,Franciszka Ratajczaka,Szczecin,2,410000.0,3,52.0,1957
823,Tarpanowa,Szczecin,3,560000.0,3,63.0,1980
824,Marii Konopnickiej,Szczecin,2,330000.0,2,4474.0,
825,Pawła Stalmacha ,Szczecin,5,298000.0,2,43.0,
826,Kolarska,Szczecin,0,650000.0,5,8784.0,2021
827,Robotnicza,Szczecin,4,325000.0,2,362.0,
828,Wiosny Ludów,Szczecin,7,383000.0,2,4765.0,
829,Bohaterów Getta Warszawskiego,Szczecin,4,261000.0,1,3027.0,
830,Łucznicza,Szczecin,1,435000.0,2,4746.0,
831,Rzeźbiarska,Szczecin,1,510000.0,3,5999.0,2022
832,Rzeźbiarska,Szczecin,1,510000.0,3,5999.0,2022
833,Leszczynowa,Szczecin,0,385000.0,2,57.0,1980
834,św. Wojciecha 11,Szczecin,2,695000.0,6,16775.0,
835,marsz. Józefa Piłsudskiego 24,Szczecin,2,595000.0,5,14209.0,
836,marsz. Józefa Piłsudskiego 24,Szczecin,4,280000.0,3,5917.0,
837,marsz. Józefa Piłsudskiego 24,Szczecin,1,580000.0,4,13759.0,
838,Monte Cassino 1,Szczecin,4,430000.0,3,10116.0,
839,Zielone Wzgórze,Szczecin,0,479000.0,2,53.0,1999
840,Batalionów Chłopskich,Szczecin,10,469000.0,2,491.0,1980
841,Mazurska,Szczecin,4,530000.0,4,85.0,1930
842,Seledynowa,Szczecin,0,565000.0,4,631.0,
843,Jerzego Janosika ,Szczecin,5,2800000.0,3,16295.0,2023
844,Jacka Malczewskiego,Szczecin,10,355000.0,2,372.0,1969
845,Boguchwały,Szczecin,3,279000.0,2,4601.0,1953
846,Tęczowa,Szczecin,1,520000.0,3,5394.0,2023
847,Polskich Marynarzy,Szczecin,0,562600.0,3,58.0,2022
848,Radogoska ,Szczecin,3,560000.0,2,66.0,
849,Cztery Pory Roku,Szczecin,2,580000.0,3,70.0,2011
850,ks. Jana Długosza,Szczecin,4,620000.0,3,81.0,1922
851,Elizy Orzeszkowej,Szczecin,4,549000.0,1,7871.0,1930
852,Śląska,Szczecin,3,430000.0,2,55.0,
853,Zygmunta Moczyńskiego,Szczecin,0,1199000.0,4,10755.0,1950
854,Pocztowa,Szczecin,2,459000.0,2,684.0,1930
855,Oliwkowa,Szczecin,2,280000.0,1,2593.0,1930
856,Sebastiana Klonowica,Szczecin,3,239999.0,1,1736.0,2023
857,Michała Drzymały,Szczecin,5,329000.0,2,327.0,1940
858,Stanisława Ignacego Witkiewicza,Szczecin,8,260000.0,1,32.0,1974
859,Nasypowa,Szczecin,2,349000.0,2,3938.0,2010
860,Kolorowych Domów,Szczecin,3,249999.0,1,2629.0,
861,Wawrzynowa,Szczecin,0,323000.0,2,3319.0,2023
862,ks. Jana Długosza,Szczecin,1,289000.0,2,4481.0,1930
863,Jagiellońska 80,Szczecin,2,620000.0,4,1083.0,1910
